"dates","total","strangers"
2020-05-13,6.0701506594556065,17.832522272848852
2020-05-14,8.095902948703605,30.460069059835032
2020-05-15,14.954306255418793,368.32865290255535
2020-05-16,6.497403521996514,13.472374009934889
2020-05-17,7.635913834218082,16.582618465015052
2020-05-18,8.110503039042438,20.47847937303785
2020-05-19,8.225946200175445,49.95429306730896
2020-05-20,9.878005341683837,15.468974962109527
2020-05-21,10.826127366332374,19.057458894697486
2020-05-22,12.146805855765688,830.6948614812128
2020-05-23,8.120295769599457,7.478562554321605
2020-05-24,9.486359027389662,8.695547025927128
2020-05-25,8.420658079306294,15.612566908653287
2020-05-26,8.534767953054187,19.74549275857807
2020-05-27,9.389898271103064,12.186183343694337
2020-05-28,7.750379710170461,5.572965950046283
2020-05-29,8.37335859747116,11.856667260722435
2020-05-30,15.882004347857425,474.4827445658049
2020-05-31,9.14613194641908,121.56371321221756
2020-06-01,8.58994697909965,64.87837056021178
2020-06-02,11.258645443728035,12.623590290634198
2020-06-03,11.14742029699382,11.7879203474276
2020-06-04,12.04783926344285,346.28129818687984
2020-06-05,984.7593038514582,9.391918421593264
2020-06-06,6.371229257689822,7.733693025653637
2020-06-07,10.048019292120658,6.242554459139095
2020-06-08,12.540343908882614,35.782221060433464
2020-06-09,10.268663933587995,22.60253247776419
2020-06-10,9.847446996369438,5.306624199651865
2020-06-11,987.902451186615,10.633172895141136
2020-06-12,10.620352786008961,127.90978812377554
2020-06-13,12.722404810536613,137.02485024017963
2020-06-14,14.049574500703354,22.49003961302657
2020-06-15,19.443306535931907,557.5419308789644
2020-06-16,15.620354773860063,123.85653629776807
2020-06-17,13.108225544755328,11.557141549145074
2020-06-18,106.1497458672145,40.028868270834664
2020-06-19,11.754155137511946,8.911537931991155
2020-06-20,26.232736940447946,13.791714402217423
2020-06-21,11.263506374386477,11.357529197441464
2020-06-22,15.517178356047648,13.340153502593266
2020-06-23,12.146964271573673,20.56790572998483
2020-06-24,14.643299877573712,94.911832453405
2020-06-25,15.354685344137492,537.2561296863033
2020-06-26,14.956369541816253,15.724823725624823
2020-06-27,25.288055257771802,25.192181669640206
2020-06-28,15.510294118925211,30.8112510419453
2020-06-29,15.955024898230937,130.77707025896257
2020-06-30,15.02162958485713,7.516746191814828
2020-07-01,13.670175284776949,69.37020433531876
2020-07-02,11.629227840031113,6.323206525631303
2020-07-03,17.418561167748226,728.1540040709702
2020-07-04,16.48901902394084,27.556904951800718
2020-07-05,13.114642302485898,25.094367494037247
2020-07-06,16.074390686389147,65.91570931824367
2020-07-07,14.739346819568068,13.437843783830633
2020-07-08,19.061899605136986,14.408565344713683
2020-07-09,10.482263061192379,10.91569547108609
2020-07-10,16.743614356237984,853.7576815944773
2020-07-11,17.992313955222105,77.20138115110335
2020-07-12,15.19160240982828,952.4641645907105
2020-07-13,14.725811220581907,195.97321439534772
2020-07-14,14.378975638880688,14.308168833467231
2020-07-15,40.55948935585327,121.44118065465699
2020-07-16,22.505152660136623,197.47974599083346
2020-07-17,997.3429985522781,19.486719538914027
2020-07-18,13.232999967651685,16.33509973099788
2020-07-19,13.643967394823198,240.36851864154127
2020-07-20,13.61722848324141,15.93998453137576
2020-07-21,15.765836460499793,32.249079246446186
2020-07-22,14.652797158223427,18.538689540940627
2020-07-23,15.88428394481801,40.325752385239994
2020-07-24,22.900812000902665,146.02878976346634
2020-07-25,15.386664876757903,150.9968855460484
2020-07-26,15.352621995416362,73.04177221661902
2020-07-27,19.512858561696145,996.7175357113914
2020-07-28,16.930200612182166,891.2389411451078
2020-07-29,13.370477079646967,6.334140577978809
2020-07-30,998.7605213565876,14.544972811086403
2020-07-31,19.11884265722565,31.079737167600854
2020-08-01,14.114090770121589,11.180469063798602
2020-08-02,57.91655997233209,901.9914346461954
2020-08-03,21.853035099856065,998.5099365757025
2020-08-04,10.126781990096806,10.566829216192028
2020-08-05,18.079726264051736,29.064093702729032
2020-08-06,11.664419673289036,51.38129445781334
2020-08-07,15.153412001831267,111.4044200971971
2020-08-08,31.90725125619328,235.00884658217345
2020-08-09,17.3312174178453,159.7779038233937
2020-08-10,15.688299837358432,17.382387950678897
2020-08-11,21.413764830925416,47.539213613069776
2020-08-12,27.394165817596356,999.9309317045968
2020-08-13,12.31606766073438,7.434081228722577
2020-08-14,12.969460555780614,42.87544418337867
2020-08-15,17.738727178667013,396.26286335228104
2020-08-16,15.368994095387466,251.09078583984868
2020-08-17,14.654562428196405,61.723672823971015
2020-08-18,27.368154997198282,993.4404047518033
2020-08-19,16.710825752120552,943.6543210046831
2020-08-20,19.227025082002484,784.7700742416752
2020-08-21,13.91951295933417,7.598366980754609
2020-08-22,18.216953344716078,271.2851790917741
2020-08-23,15.890234372683047,20.762656964591695
2020-08-24,16.437066553694518,9.37087246134466
2020-08-25,11.439394083878568,20.17462194326668
2020-08-26,12.314781152473953,10.829571539449885
2020-08-27,18.892329204726995,26.43386338555406
2020-08-28,32.59789592118976,980.6597030702186
2020-08-29,19.02854864617561,125.58717816930792
2020-08-30,14.053361214636707,38.50841120147062
2020-08-31,16.40275981851346,10.75851026744588
2020-09-01,11.776865565219333,7.6996602268877705
2020-09-02,15.794525262090728,24.91368498984809
2020-09-03,16.759773756798243,74.12222033309669
2020-09-04,889.905427173022,53.42726532964506
2020-09-05,15.653916791777512,64.55395477035097
2020-09-06,22.386096987599764,106.18175380689712
2020-09-07,13.332622135038347,13.897975610933651
2020-09-08,9.260486569774905,6.961754875017276
2020-09-09,11.804185225816619,16.901575289478036
2020-09-10,13.35492543670909,12.330501558837529
2020-09-11,13.380633415735245,32.903035863603705
2020-09-12,16.96700559218236,26.807868107368193
2020-09-13,13.073260011712089,14.341311412614942
2020-09-14,12.843190426741309,37.94236866301986
2020-09-15,12.396384024744695,13.544123326557331
2020-09-16,12.636747546997801,48.492983625165756
2020-09-17,10.86739050964111,41.31144018145393
2020-09-18,9.913531336921883,1.8709811911921415
2020-09-19,15.479576050769472,194.6642470391671
2020-09-20,10.008667525443808,90.0050727876214
2020-09-21,11.478706662779961,87.12050457749191
2020-09-22,11.98621806718099,19.162040329568132
2020-09-23,14.685384636648728,181.69496854520835
2020-09-24,10.020985849150486,79.60526965432463
2020-09-25,15.878967219464538,462.2674147732802
2020-09-26,13.849944959263444,27.917331201652814
2020-09-27,14.835121642622125,482.2378957061486
2020-09-28,12.066846976340576,20.682078160435807
2020-09-29,8.975268129829471,4.598575010871372
2020-09-30,17.95617033462606,979.529288285246
2020-10-01,12.944146043703123,15.09438671687588
2020-10-02,13.009254461152493,23.4378386148845
2020-10-03,19.79761134452626,341.183538443339
2020-10-04,11.847393715221932,9.645969087877804
2020-10-05,11.599041554363076,8.217767530125716
2020-10-06,18.130455209014354,186.12167819392778
2020-10-07,18.207972589632917,444.2209178711699
2020-10-08,23.25281541826446,725.5562954645621
2020-10-09,10.689167201806855,13.761172750970225
2020-10-10,11.556646007310155,18.085159773688677
2020-10-11,18.677962857821708,41.20022868385827
2020-10-12,10.530966287379114,23.97343993102699
2020-10-13,13.526027497708444,42.925848760670064
2020-10-14,10.839056969584863,130.7280911736452
2020-10-15,15.48976175030724,21.208100923320146
2020-10-16,11.791946811907138,25.33850005991028
2020-10-17,10.526626584308213,361.16937888686124
2020-10-18,11.557113911859851,15.444074160370018
2020-10-19,10.741067282918724,92.99095201647714
2020-10-20,11.164327568271467,11.934885912288221
2020-10-21,14.035621936840979,19.534291427360483
2020-10-22,9.080623587477236,10.987190168961154
2020-10-23,12.936847857357769,93.22242605496952
2020-10-24,12.270556691231183,49.57396252422252
2020-10-25,16.400202315913244,926.6651812759028
2020-10-26,993.8933718423699,16.546700807941313
2020-10-27,996.8387870048332,4.253344529710671
2020-10-28,18.958792555973265,94.91573257769417
2020-10-29,15.407588360693246,3.0767427443952053
2020-10-30,9.069143403410141,7.025719005486488
2020-10-31,13.846902091814421,9.619353590209073
2020-11-01,12.024436931730996,21.863326971280287
2020-11-02,6.785915465129346,15.291321639013368
2020-11-03,8.655145012917126,3.2483506248667062
2020-11-04,16.401077154076603,89.3314352517023
2020-11-05,11.18975928031248,3.3947148947981547
2020-11-06,9.209651677223922,6.0436651388353795
2020-11-07,12.51610467922334,149.87480545973747
2020-11-08,9.317048361026075,22.610594804813243
2020-11-09,9.055373479554477,8.93760467330608
2020-11-10,985.3619238084123,3.3686688527908704
2020-11-11,9.558545711321552,9.884737687825623
2020-11-12,11.155080314065724,7.185542075681463
2020-11-13,11.142533434910924,12.049544837589185
2020-11-14,8.848636556331037,6.134201969652504
2020-11-15,9.86538540667419,25.94795638081299
2020-11-16,8.89645383590879,8.40610976049631
2020-11-17,10.24677223986284,94.14121369608289
2020-11-18,14.53448536489289,11.214953842976275
2020-11-19,9.966776396411003,18.652416968590188
2020-11-20,9.819957932084732,8.93588569597093
2020-11-21,246.5420540726664,3.329830459342503
2020-11-22,24.846193122934725,762.4380166262595
2020-11-23,16.0126968255035,111.86144650478826
2020-11-24,13.37237605979148,14.07499697240516
2020-11-25,13.405207657938286,32.71556447760414
2020-11-26,10.241616238023333,10.05552613040787
2020-11-27,10.816500771760591,11.772016038381196
2020-11-28,15.087711180475608,22.28726348211302
2020-11-29,8.703390962824875,10.547895045650613
2020-11-30,12.262248066716815,8.817574074595687
2020-12-01,8.159878418548962,7.699324528931161
2020-12-02,9.958423347409296,29.16117002889889
2020-12-03,8.986249011289052,16.151934224002666
2020-12-04,10.611088168901743,9.267331508036486
2020-12-05,12.14686109513857,10.709719340173258
2020-12-06,9.507388946383019,281.76032225523466
2020-12-07,13.959689981332879,18.554572308930933
2020-12-08,12.68039169116466,70.78834346398541
2020-12-09,10.744451596379111,16.821842707857396
2020-12-10,8.379173241037115,27.232588316241607
2020-12-11,8.557566555483115,3.309454119701066
2020-12-12,19.611104832765978,13.212443536969888
2020-12-13,6.626882276764692,4.653178489239462
2020-12-14,8.243788214424038,39.6863231248891
2020-12-15,6.949550009424892,10.584755727771078
2020-12-16,11.127208064213383,51.399376050298486
2020-12-17,7.826694419459981,28.771449466013127
2020-12-18,17.05856189956184,983.2779874937798
2020-12-19,8.511147302407407,7.350680308670234
2020-12-20,5.655343503028853,4.663049626708087
2020-12-21,6.4029286683474504,16.48081126421688
2020-12-22,4.983053847662911,1.1809438108970143
2020-12-23,9.197122563402296,12.495460381512201
2020-12-24,9.783564431995472,29.692829705665797
2020-12-25,9.969813776732341,459.44195621558123
2020-12-26,8.721521779825053,108.32053925848874
2020-12-27,6.102707757233601,11.266089131255855
2020-12-28,9.006099721170388,29.734694723181413
2020-12-29,6.038871410694758,2.2134742088848745
2020-12-30,5.997498062826996,9.912886598066143
2020-12-31,6.385260432888029,13.59663936618658
2021-01-01,9.134998717330339,18.13911102444347
2021-01-02,7.704713266390396,23.90706635191183
2021-01-03,10.507454005756065,48.71429515044664
2021-01-04,4.9640442312044755,6.395266982927778
2021-01-05,5.358539977881709,8.415124115969162
2021-01-06,5.817879851295796,1.6861593914772608
2021-01-07,4.178717582482764,4.3523103503911305
2021-01-08,3.721281070962286,8.765469154334793
2021-01-09,7.277048696773783,9.720812277120142
2021-01-10,6.524476724005309,31.913888381088785
2021-01-11,10.415816206778931,26.926712263128202
2021-01-12,86.60516147966531,4.827881598960077
2021-01-13,8.130622822997717,2.50026060234507
2021-01-14,3.8079085206966363,6.292701934739886
2021-01-15,4.62031343188193,16.02147945142813
2021-01-16,8.726913549498198,25.345659066545533
2021-01-17,9.764622002795067,776.7662968349599
2021-01-18,5.340010543683752,2.6666724360450917
2021-01-19,5.578764709272108,21.321095110089463
2021-01-20,6.022452564748931,5.056210159123989
2021-01-21,5.184280965331714,2.5015366084120543
2021-01-22,6.633373083857853,5.573954640063061
2021-01-23,6.337384348907334,3.621852680487993
2021-01-24,8.685412330893033,15.902278916335177
2021-01-25,4.656398889464754,1.487033881260733
2021-01-26,4.255686570351925,7.22337842914452
2021-01-27,5.532424294013412,9.409417903035502
2021-01-28,5.1030891360604755,4.119278724706759
2021-01-29,5.409714280136392,3.242077193624704
2021-01-30,7.488312046860031,6.338147097950327
2021-01-31,6.495211459730716,28.52357253427124
2021-02-01,6.065422563834172,2.1317687410314465
2021-02-02,11.501467494998534,21.85012316040685
2021-02-03,6.4137272863577515,13.593304828375166
2021-02-04,8.473098006676885,6.615703100843894
2021-02-05,7.757388575151236,15.376583886727813
2021-02-06,15.447872533073403,709.4798294424413
2021-02-07,6.148138900898249,6.7682028592598265
2021-02-08,6.084801819271741,3.7860877319883453
2021-02-09,6.568883885247191,6.393442360340817
2021-02-10,11.901545819939647,26.953185156093618
2021-02-11,6.311433075558321,30.529234094254434
2021-02-12,3.356137830039635,2.4294717967908457
2021-02-13,6.5791375407784045,11.467125384614741
2021-02-14,7.459583037985491,23.320612346466323
2021-02-15,12.862942198187616,645.1584567802355
2021-02-16,10.24794841381661,27.165143676181334
2021-02-17,6.275610132379266,229.83399461364164
2021-02-18,6.159743657378264,12.938858347859153
2021-02-19,6.572324504562235,6.389506713065385
2021-02-20,4.111961715856987,7.937729837036905
2021-02-21,10.40891217544362,31.490711324493216
2021-02-22,9.069361718162641,13.669954999256431
2021-02-23,4.849944259668025,14.163300970849383
2021-02-24,6.464010030604255,3.905950204565052
2021-02-25,6.361944904274598,7.892206210866748
2021-02-26,7.978160688282047,18.0600563084384
2021-02-27,9.714271795233717,766.593046370527
2021-02-28,9.415705144119173,23.79922368524711
2021-03-01,6.223306962376303,7.944701514328478
2021-03-02,9.002230477962545,12.599637167016878
2021-03-03,9.468730581910183,24.203390111607867
2021-03-04,6.9709160970457535,21.790516062017403
2021-03-05,10.961775818319587,64.45116593859747
2021-03-06,6.748431481830142,6.281102935394534
2021-03-07,7.48817784750929,6.588529503865832
2021-03-08,8.007626680028872,13.141540415721966
2021-03-09,8.707947096837437,217.2638074063088
2021-03-10,8.01119927786229,244.0303017578472
2021-03-11,18.239959236350565,996.800750799157
2021-03-12,5.516038658046177,1.918487497740076
2021-03-13,6.1170620155214985,3.8872814709949126
2021-03-14,10.771261056598066,51.5634061788006
2021-03-15,5.269921955644692,4.051376097352601
2021-03-16,7.258355435531628,7.00696679177001
2021-03-17,7.36064678922549,3.8984006456850215
2021-03-18,5.951945736284275,8.00050579184919
2021-03-19,6.01087234945531,3.5348142838973313
2021-03-20,8.643982282567592,8.728207865922759
2021-03-21,11.336476744268806,297.8198627237593
2021-03-22,6.102538843984135,11.988341702071073
2021-03-23,7.949604191906915,14.616403822197901
2021-03-24,8.578813442547695,9.21842938957905
2021-03-25,6.895914833165629,7.616952982395086
2021-03-26,7.972823626224822,14.67351367275487
2021-03-27,18.670007357954457,507.5380980712853
2021-03-28,12.052757671301842,857.3070403936523
2021-03-29,11.326375079114278,295.93240182587664
2021-03-30,4.788592934265394,3.7364220545675892
2021-03-31,6.658049779292316,1.653879859653696
2021-04-01,10.338543964315141,6.3411750330536005
2021-04-02,15.102277312949468,33.492953285632915
2021-04-03,8.637742394228695,55.65928253951535
2021-04-04,8.323014170236643,12.181617848276574
2021-04-05,17.162528596210304,360.5415269162647
2021-04-06,8.894459757407203,35.414517149296486
2021-04-07,11.850435143938917,170.5924727756844
2021-04-08,10.032228809508391,126.33535882853508
2021-04-09,6.958033189067271,1.5649020903458117
2021-04-10,6.676311323956502,5.826076447913083
2021-04-11,5.874497832600433,4.3871531128905605
2021-04-12,7.299333088138489,25.514548416129404
2021-04-13,10.230135369921916,64.76837960416829
2021-04-14,11.372700835497286,16.05863135396035
2021-04-15,9.068278060415656,69.68207396621924
2021-04-16,6.672331278042555,5.054411608201252
2021-04-17,10.069441580227782,10.288288552383477
2021-04-18,69.7531601765911,15.891515011206312
2021-04-19,7.168939268568269,55.09090686891643
2021-04-20,6.707008704230743,9.353428088462547
2021-04-21,8.365139721109285,10.052033175868239
2021-04-22,7.980867057983943,18.484430978649122
2021-04-23,11.973408726946882,10.874884513243003
2021-04-24,20.70464447935121,868.325739916494
2021-04-25,11.197358852783188,17.567893217851154
2021-04-26,7.252692624295343,5.112394751232927
2021-04-27,11.2414376118477,21.02426956324094
2021-04-28,7.247730036785863,14.002751219682654
2021-04-29,11.76606417922944,17.673039801607125
2021-04-30,13.220421640967293,36.15421666841399
2021-05-01,7.498716570834838,33.956563365340855
2021-05-02,17.68155365888974,821.9261207032254
2021-05-03,7.862806196565675,12.0074193640296
2021-05-04,24.43615350983803,70.09258413889778
2021-05-05,9.866476682358073,10.162655973563337
2021-05-06,14.735489291611385,114.62179410648938
2021-05-07,6.963469725042355,7.363730326756044
2021-05-08,11.243178319189811,4.860835752923349
2021-05-09,9.913592149309535,34.54509135882008
2021-05-10,12.855444620041041,362.92985844121097
2021-05-11,10.876925794473879,15.744317971735697
2021-05-12,12.902183489206967,495.65330387723316
2021-05-13,8.388078704904924,2.062655731207955
2021-05-14,9.150930791613321,14.785499580418316
2021-05-15,10.529915473093826,94.95687610812591
2021-05-16,8.61564286000837,11.583896388957495
2021-05-17,18.220969551825437,73.24151410196693
2021-05-18,11.17863214985432,13.988279814220583
2021-05-19,9.447809105400582,22.12532703301798
2021-05-20,15.480985156816546,67.5407450392855
2021-05-21,10.396645009469534,7.056914553207158
2021-05-22,13.782360965137064,13.25289401974911
2021-05-23,13.23891438500164,138.34451451777645
2021-05-24,9.446620696302743,26.035695170782244
2021-05-25,11.184790317453414,22.517691268574687
2021-05-26,8.561381386424186,20.91195005946967
2021-05-27,9.267535508190504,39.46786595237575
2021-05-28,10.14479098338489,10.899159028273893
2021-05-29,18.465796799803794,34.040314620480544
2021-05-30,13.031166265654644,8.677184318602771
2021-05-31,13.610272785782552,44.615025995273804
2021-06-01,12.690912393906876,14.37280784471922
2021-06-02,12.518653100047596,18.00974287019833
2021-06-03,10.877774908452384,4.903906919240537
2021-06-04,9.881443497802207,17.01831187382982
2021-06-05,9.218520377642692,15.60136471776116
2021-06-06,10.32123629218765,40.33857369147607
2021-06-07,11.660265304227941,21.640204990382788
2021-06-08,12.906511575765467,25.286331579860004
2021-06-09,12.990442815961915,140.41649267704352
