"total","strangers","dates"
8.872439114836313,8.75674567823536,2020-05-13
8.929162194404975,8.730446640884598,2020-05-14
8.989417027753007,8.70640644236321,2020-05-15
9.053207922875094,8.684875821976922,2020-05-16
9.120533510446121,8.666108658975533,2020-05-17
9.191386635844541,8.650360895986402,2020-05-18
9.265754262591845,8.637889405887663,2020-05-19
9.343617387652039,8.628950806887387,2020-05-20
9.424950969007352,8.623800231077539,2020-05-21
9.509723865896355,8.622690052209208,2020-05-22
9.597898792070023,8.625868578883772,2020-05-23
9.689432282388221,8.633578719769076,2020-05-24
9.784274673045358,8.646056627826123,2020-05-25
9.882370095678512,8.663530330866884,2020-05-26
9.98365648557524,8.686218356053587,2020-05-27
10.088065604160487,8.714328356191595,2020-05-28
10.195523075903864,8.748055745858824,2020-05-29
10.30594843974964,8.787582355552324,2020-05-30
10.419255215131578,8.833075112115424,2020-05-31
10.535350982594746,8.88468475373525,2020-06-01
10.654137479005739,8.942544587769689,2020-06-02
10.775510707291428,9.00676929957471,2020-06-03
10.899361060605694,9.0774538203574,2020-06-04
11.025573460781969,9.154672261877852,2020-06-05
11.154027510888813,9.238476925565395,2020-06-06
11.284597661664655,9.32889739330316,2020-06-07
11.417153391567695,9.425939706771745,2020-06-08
11.551559400136904,9.529585641830456,2020-06-09
11.687675814320883,9.639792083956168,2020-06-10
11.825358407392924,9.756490510258505,2020-06-11
11.964458830032966,9.879586583049743,2020-06-12
12.104824853120407,10.008959859372496,2020-06-13
12.24630062174647,10.14446362028158,2020-06-14
12.388726919920416,10.28592482304409,2020-06-15
12.53194144541082,10.433144178766529,2020-06-16
12.675779094131888,10.585896357286217,2020-06-17
12.820072253454384,10.743930320479462,2020-06-18
12.964651103792699,10.906969784446456,2020-06-19
13.109343927792512,11.07471381033728,2020-06-20
13.25397742641892,11.246837522888502,2020-06-21
13.398377041221302,11.422992955050724,2020-06-22
13.542367282030462,11.602810016407938,2020-06-23
13.685772059324059,11.785897582423127,2020-06-24
13.828415020479095,11.971844700895241,2020-06-25
13.970119889115354,12.160221911384077,2020-06-26
14.110710806720325,12.350582672753132,2020-06-27
14.250012675735405,12.542464893401124,2020-06-28
14.387851503274746,12.73539255820047,2020-06-29
14.524054744640988,12.92887744563933,2020-06-30
14.658451645798577,13.122420928173074,2020-07-01
14.790873583962954,13.315515848333902,2020-07-02
14.921154405464122,13.507648462722742,2020-07-03
15.049130760045692,13.698300445618749,2020-07-04
15.174642430765244,13.886950943586578,2020-07-05
15.297532658668855,14.073078672142106,2020-07-06
15.417648461421344,14.256164045252758,2020-07-07
15.534840945085865,14.435691328198693,2020-07-08
15.648965608259473,14.611150804106535,2020-07-09
15.759882637786914,14.78204094428689,2020-07-10
15.867457195293227,14.947870572360962,2020-07-11
15.97155969379463,15.108161012050019,2020-07-12
16.0720660636696,15.262448208423947,2020-07-13
16.168858007295945,15.410284812361922,2020-07-14
16.261823241684134,15.551242217969584,2020-07-15
16.350855728466442,15.684912542723655,2020-07-16
16.435855890628577,15.810910540176803,2020-07-17
16.516730815403307,15.928875435154609,2020-07-18
16.593394442776567,16.038472671512825,2020-07-19
16.66576773909145,16.139395562699352,2020-07-20
16.733778855270543,16.231366835581262,2020-07-21
16.79736326921426,16.314140058257593,2020-07-22
16.85646391197036,16.387500942881836,2020-07-23
16.911031277309633,16.45126851486929,2020-07-24
16.96102351438322,16.50529614026452,2020-07-25
17.00640650317729,16.549472403494757,2020-07-26
17.04715391252447,16.583721828240318,2020-07-27
17.08324724047359,16.60800543471195,2020-07-28
17.114675836862357,16.622321127243392,2020-07-29
17.141436907983813,16.626703906782158,2020-07-30
17.16353550327934,16.621225903597075,2020-07-31
17.18098448403806,16.605996226318105,2020-08-01
17.193804474126903,16.581160624278922,2020-08-02
17.202023792820917,16.546900961049957,2020-08-03
17.20567836984848,16.503434498023417,2020-08-04
17.204811642811634,16.451012987943553,2020-08-05
17.19947443718664,16.389921579358784,2020-08-06
17.189724829154102,16.32047753410561,2020-08-07
17.175627991552275,16.243028761112104,2020-08-08
17.157256023290465,16.15795217102402,2020-08-09
17.134687762603143,16.065651857402734,2020-08-10
17.108008584565884,15.966557111514819,2020-08-11
17.077310183336593,15.861120279015427,2020-08-12
17.04269033962501,15.749814468115378,2020-08-13
17.00425267393235,15.633131120102274,2020-08-14
16.962106386141375,15.511577454346074,2020-08-15
16.91636598207163,15.38567380114981,2020-08-16
16.8671509876531,15.255950836990538,2020-08-17
16.814585651400254,15.122946737822138,2020-08-18
16.758798635904977,14.987204267165554,2020-08-19
16.69992269909366,14.849267816680001,2020-08-20
16.638094366023772,14.70968041777553,2020-08-21
16.57345359202133,14.568980743580198,2020-08-22
16.50614341798568,14.427700121200912,2020-08-23
16.43630961870935,14.286359574700723,2020-08-24
16.364100345084598,14.14546691954763,2020-08-25
16.28966576108148,14.005513929459921,2020-08-26
16.21315767640555,13.866973596567124,2020-08-27
16.134729175750604,13.730297505622769,2020-08-28
16.054534245578974,13.595913342630832,2020-08-29
15.972727399369717,13.46422255768486,2020-08-30
15.889463302281879,13.33559820105822,2020-08-31
15.804896396186393,13.210382950630855,2020-09-01
15.719180526022571,13.088887347589116,2020-09-02
15.632468568435595,12.971388255999003,2020-09-03
15.544912063649356,12.858127560332402,2020-09-04
15.456660851525147,12.749311113332581,2020-09-05
15.367862712750245,12.645107944747682,2020-09-06
15.278663016091368,12.545649739455031,2020-09-07
15.18920437263629,12.45103059135926,2020-09-08
15.099626297934044,12.361307037192466,2020-09-09
15.010064882929164,12.276498371992947,2020-09-10
14.92065247456433,12.196587245616328,2020-09-11
14.831517366908988,12.121520537155693,2020-09-12
14.742783503647377,12.051210501649333,2020-09-13
14.654570192734152,11.985536180952158,2020-09-14
14.566991833999502,11.924345068174327,2020-09-15
14.480157660457667,11.867455012670126,2020-09-16
14.394171494040911,11.814656350220984,2020-09-17
14.309131516447254,11.76571424082499,2020-09-18
14.22513005575719,11.720371194409164,2020-09-19
14.142253389437048,11.678349762840876,2020-09-20
14.060581564307537,11.639355374864198,2020-09-21
13.980188234017012,11.603079289037542,2020-09-22
13.901140514515603,11.569201638430638,2020-09-23
13.823498857983527,11.537394539763234,2020-09-24
13.74731694562219,11.507325238856883,2020-09-25
13.672641599668925,11.47865926373169,2020-09-26
13.599512714948766,11.451063556428583,2020-09-27
13.527963210228378,11.424209554674759,2020-09-28
13.458018999584155,11.397776194846397,2020-09-29
13.38969898394775,11.371452808312132,2020-09-30
13.32301506293815,11.344941884164372,2020-10-01
13.257972167035126,11.317961672554272,2020-10-02
13.194568310096264,11.290248604331357,2020-10-03
13.132794662163352,11.261559504436981,2020-10-04
13.072635642448061,11.231673578491298,2020-10-05
13.014069032330992,11.200394154234305,2020-10-06
12.95706610815218,11.16755016190154,2020-10-07
12.901591793512402,11.132997340214974,2020-10-08
12.84760483074961,11.096619157418813,2020-10-09
12.795057971196623,11.058327439660477,2020-10-10
12.743898183769828,11.018062701976385,2020-10-11
12.694066881381577,10.975794180160182,2020-10-12
12.645500164614367,10.931519564831273,2020-10-13
12.598129082037431,10.88526444205432,2020-10-14
12.551879906493962,10.837081447847762,2020-10-15
12.506674426630724,10.787049146834558,2020-10-16
12.462430252892815,10.735270648088678,2020-10-17
12.419061137151743,10.681871973899778,2020-10-18
12.37647730508717,10.627000199670555,2020-10-19
12.334585800394441,10.570821385462748,2020-10-20
12.293290839842939,10.513518321784582,2020-10-21
12.252494178166756,10.455288114046622,2020-10-22
12.212095481727381,10.396339631682716,2020-10-23
12.171992709847952,10.336890849223849,2020-10-24
12.132082502682799,10.277166107609435,2020-10-25
12.092260574450432,10.217393324714106,2020-10-26
12.052422110828418,10.15780118445663,2020-10-27
12.012462169280692,10.098616333928756,2020-10-28
11.972276081062034,10.04006061774721,2020-10-29
11.931759853625014,9.982348378292915,2020-10-30
11.890810572137076,9.925683849659345,2020-10-31
11.849326798801815,9.870258672010651,2020-11-01
11.807208968669705,9.816249551653419,2020-11-02
11.764359780618143,9.763816090477071,2020-11-03
11.720684582180448,9.713098806535823,2020-11-04
11.676091746907929,9.66421736545051,2020-11-05
11.630493042954589,9.617269040032381,2020-11-06
11.583803991591555,9.57232741308849,2020-11-07
11.535944214372737,9.529441335801943,2020-11-08
11.486837767697132,9.488634151403495,2020-11-09
11.436413463540699,9.449903191108731,2020-11-10
11.384605175163694,9.413219546502752,2020-11-11
11.331352126635618,9.378528119754812,2020-11-12
11.276599165062667,9.345747950257207,2020-11-13
11.22029701445045,9.314772813544375,2020-11-14
11.16240251018606,9.285472085677132,2020-11-15
11.10287881317915,9.25769186371312,2020-11-16
11.041695602764978,9.231256330434174,2020-11-17
10.978829247536824,9.20596934920971,2020-11-18
10.914262953344442,9.181616272740708,2020-11-19
10.847986887772334,9.157965947488897,2020-11-20
10.779998280485216,9.13477289385143,2020-11-21
10.710301498913566,9.111779640620453,2020-11-22
10.638908098835676,9.088719190965431,2020-11-23
10.565836849501391,9.065317596117321,2020-11-24
10.491113733032885,9.041296612109932,2020-11-25
10.414771917932585,9.016376414360412,2020-11-26
10.336851706624481,8.990278344538567,2020-11-27
10.257400457050519,8.96272766408535,2020-11-28
10.176472478445767,8.93345628889489,2020-11-29
10.094128901512995,8.902205480055764,2020-11-30
10.010437523321114,8.868728466155137,2020-12-01
9.9254726273494,8.832792973471468,2020-12-02
9.839314779202791,8.794183641401705,2020-12-03
9.752050598620732,8.752704301680238,2020-12-04
9.66377250850324,8.70818010132916,2020-12-05
9.574578461771333,8.660459450815615,2020-12-06
9.48457164697737,8.609415780573558,2020-12-07
9.393860173669903,8.554949090844723,2020-12-08
9.302556738607732,8.49698728169488,2020-12-09
9.210778274004586,8.43548725205372,2020-12-10
9.118645579064346,8.370435758673949,2020-12-11
9.026282936147096,8.301850028013568,2020-12-12
8.933817712975614,8.22977811616868,2020-12-13
8.841379952361187,8.154299014130435,2020-12-14
8.749101950987095,8.075522497772354,2020-12-15
8.657117828844209,7.993588724086576,2020-12-16
8.56556309096219,7.908667577257442,2020-12-17
8.474574183121064,7.820957770182196,2020-12-18
8.384288043263801,7.73068570899094,2020-12-19
8.294841650359004,7.638104129986646,2020-12-20
8.206371572481672,7.54349052019209,2020-12-21
8.119013515893764,7.447145334355991,2020-12-22
8.032901876912762,7.349390022810863,2020-12-23
7.94816929834964,7.250564885997119,2020-12-24
7.86494623229091,7.151026772748129,2020-12-25
7.783360510977818,7.051146640570646,2020-12-26
7.703536927509623,6.951306997148703,2020-12-27
7.625596828062238,6.851899243135328,2020-12-28
7.549657717272266,6.753320936977365,2020-12-29
7.475832878382413,6.655973003038623,2020-12-30
7.404231009690298,6.560256904643058,2020-12-31
7.334955878773465,6.46657180385462,2021-01-01
7.268105995891393,6.37531172983844,2021-01-02
7.203774307887212,6.28686277751819,2021-01-03
7.142047913823728,6.201600357950042,2021-01-04
7.083007803496503,6.119886521383686,2021-01-05
7.026728619870013,6.042067373376726,2021-01-06
6.973278446377158,5.968470603577694,2021-01-07
6.92271861991712,5.899403145893681,2021-01-08
6.8751035702721115,5.835148987729411,2021-01-09
6.830480686547335,5.775967144819714,2021-01-10
6.78889021112157,5.7220898168979915,2021-01-11
6.7503651614702544,5.673720738044162,2021-01-12
6.714931280101801,5.631033734063772,2021-01-13
6.682607012720697,5.594171497658916,2021-01-14
6.653403514606039,5.563244590483326,2021-01-15
6.627324685065228,5.53833067944062,2021-01-16
6.604367229700607,5.519474012790343,2021-01-17
6.584520750097534,5.506685139790292,2021-01-18
6.567767860422125,5.499940875748079,2021-01-19
6.554084330295103,5.4991845124647805,2021-01-20
6.543439253190122,5.504326272184368,2021-01-21
6.535795239490761,5.515244001291013,2021-01-22
6.531108633231584,5.5317840981577024,2021-01-23
6.529329751439449,5.553762667758989,2021-01-24
6.530403144897102,5.5809668939115715,2021-01-25
6.534267879049857,5.613156618346213,2021-01-26
6.540857833694608,5.6500661142236375,2021-01-27
6.550102020003116,5.691406040219528,2021-01-28
6.561924913362796,5.736865559923223,2021-01-29
6.576246800446621,5.786114610040922,2021-01-30
6.592984138868745,5.838806299757531,2021-01-31
6.6120499277287825,5.894579422639291,2021-02-01
6.63335408730841,5.9530610616048945,2021-02-02
6.656803846147889,6.013869266836614,2021-02-03
6.68230413370429,6.076615785962479,2021-02-04
6.709757976783536,6.140908825511532,2021-02-05
6.739066897922729,6.20635582245656,2021-02-06
6.770131313907035,6.2725662046555986,2021-02-07
6.802850932615385,6.3391541191744505,2021-02-08
6.837125146408562,6.405741107802083,2021-02-09
6.8728534203004035,6.471958709591426,2021-02-10
6.909935673194433,6.537450970911182,2021-02-11
6.948272650507647,6.601876844338378,2021-02-12
6.987766286563758,6.664912458686379,2021-02-13
7.028320055193012,6.726253243588136,2021-02-14
7.06983930705104,6.785615893301031,2021-02-15
7.112231592238446,6.8427401557701835,2021-02-16
7.155406966892603,6.897390434465148,2021-02-17
7.1992782825055475,6.94935719206309,2021-02-18
7.243761456820661,6.998458146718894,2021-02-19
7.288775725256587,7.044539253356887,2021-02-20
7.334243871919064,7.08747546419321,2021-02-21
7.380092439355009,7.127171264489753,2021-02-22
7.426251916331119,7.163560981350196,2021-02-23
7.472656903024491,7.196608865187879,2021-02-24
7.519246253127443,7.2263089452921,2021-02-25
7.56596319249706,7.252684662686812,2021-02-26
7.61275541408977,7.2757882852083995,2021-02-27
7.659575149042101,7.295700111383505,2021-02-28
7.706379213886821,7.312527471291077,2021-03-01
7.7531290339991985,7.326403534091872,2021-03-02
7.799790643492904,7.337485933321999,2021-03-03
7.846334661900024,7.345955222343539,2021-03-04
7.892736248078612,7.352013173537472,2021-03-05
7.938975031899989,7.355880935861835,2021-03-06
7.985035024372296,7.357797066350486,2021-03-07
8.030904506963552,7.35801545188143,2021-03-08
8.076575900973566,7.356803138211491,2021-03-09
8.12204561789882,7.354438083754989,2021-03-10
8.167313891821744,7.351206855940334,2021-03-11
8.212384594926712,7.347402288177616,2021-03-12
8.25726503732754,7.343321115529219,2021-03-13
8.301965752441058,7.339261607081633,2021-03-14
8.346500269217776,7.335521212793835,2021-03-15
8.390884872574611,7.332394242235111,2021-03-16
8.435138353424865,7.330169592123093,2021-03-17
8.479281749743048,7.329128538969401,2021-03-18
8.52333808010812,7.3295426124007665,2021-03-19
8.567332071220463,7.331671563887266,2021-03-20
8.611289880864323,7.335761444673658,2021-03-21
8.655238817820734,7.342042805691013,2021-03-22
8.699207060217363,7.350729031112194,2021-03-23
8.743223373788787,7.362014816055421,2021-03-24
8.787316831513511,7.3760747977069006,2021-03-25
8.831516536054478,7.393062347858617,2021-03-26
8.875851346407389,7.413108533547444,2021-03-27
8.920349610110595,7.436321251149311,2021-03-28
8.96503890233721,7.462784537921227,2021-03-29
9.009945773119767,7.492558063642872,2021-03-30
9.05509550391632,7.5256768036422965,2021-03-31
9.100511874653721,7.5621508931710055,2021-04-01
9.146216942310607,7.601965661773873,2021-04-02
9.192230832041911,7.6450818450228475,2021-04-03
9.238571541756748,7.6914359697515655,2021-04-04
9.28525476098571,7.740940907738869,2021-04-05
9.332293704788567,7.793486591661399,2021-04-06
9.379698963363735,7.84894088606721,2021-04-07
9.427478367935642,7.907150605128303,2021-04-08
9.475636873400031,7.967942668012219,2021-04-09
9.524176458116113,8.031125381860708,2021-04-10
9.573096041148125,8.096489841618697,2021-04-11
9.622391417153672,8.16381143528168,2021-04-12
9.67205520903473,8.232851442549968,2021-04-13
9.722076838367538,8.303358714398605,2021-04-14
9.772442513543691,8.375071420677516,2021-04-15
9.82313523545816,8.447718852562103,2021-04-16
9.874134820501823,8.521023266483096,2021-04-17
9.925417940527296,8.594701756056626,2021-04-18
9.97695817937381,8.668468138536882,2021-04-19
10.02872610546508,8.742034842401647,2021-04-20
10.080689359921353,8.81511478286017,2021-04-21
10.132812759546056,8.887423212358287,2021-04-22
10.185058413998195,8.958679533503917,2021-04-23
10.237385856388112,9.028609062283499,2021-04-24
10.289752186486982,9.096944729980896,2021-04-25
10.342112225686636,9.163428712786622,2021-04-26
10.394418682800639,9.227813978777913,2021-04-27
10.446622329760295,9.289865742678328,2021-04-28
10.49867218622511,9.349362819603028,2021-04-29
10.55051571209423,9.406098869848547,2021-04-30
10.602099006889997,9.45988352767965,2021-05-01
10.653367014962454,9.510543408005056,2021-05-02
10.704263735452042,9.557922985805133,2021-05-03
10.754732435948105,9.60188534415942,2021-05-04
10.804715868769682,9.642312787747992,2021-05-05
10.85415648881445,9.679107319716303,2021-05-06
10.902996671916965,9.712190980810155,2021-05-07
10.95117893268517,9.741506050725434,2021-05-08
10.99864614080011,9.767015112599372,2021-05-09
11.045341734785922,9.788700982578728,2021-05-10
11.091209932293067,9.806566507334562,2021-05-11
11.136195935966228,9.820634233333267,2021-05-12
11.180246134013522,9.830945952534819,2021-05-13
11.223308294624664,9.837562130036298,2021-05-14
11.265331753442203,9.84056121993364,2021-05-15
11.306267593331357,9.840038876404682,2021-05-16
11.346068815744188,9.836107067655638,2021-05-17
11.384690503035424,9.82889310095043,2021-05-18
11.422089971130609,9.818538567447467,2021-05-19
11.45822691201609,9.805198215995272,2021-05-20
11.493063525570589,9.789038765381052,2021-05-21
11.526564640323585,9.770237664787595,2021-05-22
11.55869782278393,9.748981812404933,2021-05-23
11.589433475038565,9.725466242232274,2021-05-24
11.618744920394716,9.699892789120515,2021-05-25
11.646608476885238,9.67246874204867,2021-05-26
11.673003518525945,9.64340549547403,2021-05-27
11.697912524270448,9.612917208375647,2021-05-28
11.721321114667445,9.581219480319207,2021-05-29
11.743218076279817,9.548528053502814,2021-05-30
11.763595373984053,9.515057549313386,2021-05-31
11.782448151315903,9.481020247432848,2021-06-01
11.79977471908654,9.446624914999155,2021-06-02
11.815576532536006,9.41207569271911,2021-06-03
11.829858157341253,9.377571044209505,2021-06-04
11.842627224835663,9.343302774169715,2021-06-05
11.853894376843135,9.309455120288268,2021-06-06
11.863673200560507,9.276203923073181,2021-06-07
11.871980153964572,9.24371587705744,2021-06-08
11.878834482242075,9.212147866093465,2021-06-09
